Account,Account_Title,Organization,Budget_Activity,Budget_Activity_Title,Line_Number,BSA,Budget_SubActivity_BSA_Title,Budget_Line_Item,Budget_Line_Item_BLI_Title,Cost_Type,Cost_Type_Title,Add_Non_Add,FY_2025_Actuals_Quantity,FY_2025_Actuals_Amount,FY_2025_Reconcilation_Quantity,FY_2025_Reconciliation_Amount,FY_2025_Total_Quantity,FY_2025_Total_Amount,FY_2026_Discretionary_Enacted_Quantity,FY_2026_Discretionary_Enacted_Amount,FY_2026_PL_119_21_Spend_Plan_Quantity,FY_2026_PL_119_21_Spend_Plan_Amount,FY_2026_Total_Quantity,FY_2026_Total_Amount,FY_2027_Discretionary_Request_Quantity,FY_2027_Discretionary_Request_Amount,FY_2027_Mandatory_Quantity,FY_2027_Mandatory_Amount,FY_2027_Total_Quantity,FY_2027_Total_Amount,Classification
3080F,"Other Procurement, Air Force",F,03,Electronics and telecommunications equipment,21,03,Electronics Programs,833030,Battle Control System - Fixed,A,Weapon System Cost,Add,,13658,,,,13658,,16592,,,,16592,,3391,,,,3391,U
3080F,"Other Procurement, Air Force",F,03,Electronics and telecommunications equipment,22,03,Electronics Programs,833040,Theater Air Control Sys Improvemen,A,Weapon System Cost,Add,,56143,,,,56143,,27650,,,,27650,,11640,,,,11640,U
3080F,"Other Procurement, Air Force",F,03,Electronics and telecommunications equipment,23,03,Electronics Programs,833060,3D Expeditionary Long-Range Radar,A,Weapon System Cost,Add,,96022,,,,96022,,103226,,,,103226,,430607,,,,430607,U
3080F,"Other Procurement, Air Force",F,03,Electronics and telecommunications equipment,24,03,Electronics Programs,833070,Weather Observation Forecast,A,Weapon System Cost,Add,,31056,,,,31056,,31516,,,,31516,,33111,,,,33111,U
3080F,"Other Procurement, Air Force",F,03,Electronics and telecommunications equipment,25,03,Electronics Programs,833140,Strategic Command And Control,A,Weapon System Cost,Add,,53480,,,,53480,,82912,,,,82912,,89931,,,,89931,U
3080F,"Other Procurement, Air Force",F,03,Electronics and telecommunications equipment,26,03,Electronics Programs,833160,Cheyenne Mountain Complex,A,Weapon System Cost,Add,,8028,,,,8028,,22021,,,,22021,,7434,,,,7434,U
3080F,"Other Procurement, Air Force",F,03,Electronics and telecommunications equipment,27,03,Electronics Programs,833170,Mission Planning Systems,A,Weapon System Cost,Add,,18474,,,,18474,,18722,,,,18722,,23927,,,,23927,U
3080F,"Other Procurement, Air Force",F,03,Electronics and telecommunications equipment,28,03,Electronics Programs,833570,Strategic Mission Planning & Execution System,A,Weapon System Cost,Add,,7376,,,,7376,,6383,,,,6383,,9435,,,,9435,U
3080F,"Other Procurement, Air Force",F,03,Electronics and telecommunications equipment,29,04,Spcl Comm-Electronics Projects,834010,General Information Technology,A,Weapon System Cost,Add,,161928,,,,161928,,172085,,,,172085,,234417,,,,234417,U
3080F,"Other Procurement, Air Force",F,03,Electronics and telecommunications equipment,30,04,Spcl Comm-Electronics Projects,834040,Af Global Command & Control Sys,A,Weapon System Cost,Add,,1946,,,,1946,,1947,,,,1947,,,,,,,U
3080F,"Other Procurement, Air Force",F,03,Electronics and telecommunications equipment,31,04,Spcl Comm-Electronics Projects,834050,Battlefield Airborne Control Node (BACN),A,Weapon System Cost,Add,,5,,,,5,,,,,,,,,,,,,U
3080F,"Other Procurement, Air Force",F,03,Electronics and telecommunications equipment,32,04,Spcl Comm-Electronics Projects,834070,Mobility Command And Control,A,Weapon System Cost,Add,,11435,,,,11435,,11648,,,,11648,,,,,,,U
3080F,"Other Procurement, Air Force",F,03,Electronics and telecommunications equipment,33,04,Spcl Comm-Electronics Projects,834130,Air Force Physical Security System,A,Weapon System Cost,Add,,381317,,,,381317,,314365,,96900,,411265,,1770698,,,,1770698,U
3080F,"Other Procurement, Air Force",F,03,Electronics and telecommunications equipment,34,04,Spcl Comm-Electronics Projects,834180,Samtec Communications,A,Weapon System Cost,Add,,,,,,,,,,,,,,17641,,,,17641,U
3080F,"Other Procurement, Air Force",F,03,Electronics and telecommunications equipment,35,04,Spcl Comm-Electronics Projects,834190,Combat Training Ranges,A,Weapon System Cost,Add,,286432,,,,286432,,158396,,,,158396,,94378,,,,94378,U
3080F,"Other Procurement, Air Force",F,03,Electronics and telecommunications equipment,36,04,Spcl Comm-Electronics Projects,834210,Minimum Essential Emergency Comm N,A,Weapon System Cost,Add,,55317,,,,55317,,51463,,,,51463,,279516,,,,279516,U
3080F,"Other Procurement, Air Force",F,03,Electronics and telecommunications equipment,37,04,Spcl Comm-Electronics Projects,834240,Wide Area Surveillance (WAS),A,Weapon System Cost,Add,,13945,,,,13945,,29617,,,,29617,,17000,,,,17000,U
3080F,"Other Procurement, Air Force",F,03,Electronics and telecommunications equipment,38,04,Spcl Comm-Electronics Projects,834320,C3 Countermeasures,A,Weapon System Cost,Add,,90347,,,,90347,,116410,,,,116410,,163127,,,,163127,U
3080F,"Other Procurement, Air Force",F,03,Electronics and telecommunications equipment,39,04,Spcl Comm-Electronics Projects,834470,Defense Enterprise Accounting & Mgt Sys,A,Weapon System Cost,Add,,,,,,,,698,,,,698,,,,,,,U
3080F,"Other Procurement, Air Force",F,03,Electronics and telecommunications equipment,40,04,Spcl Comm-Electronics Projects,834520,Theater Battle Mgt C2 System,A,Weapon System Cost,Add,,433,,,,433,,442,,,,442,,460,,,,460,U
3080F,"Other Procurement, Air Force",F,03,Electronics and telecommunications equipment,41,04,Spcl Comm-Electronics Projects,834530,Air & Space Operations Center (AOC),A,Weapon System Cost,Add,,20545,,,,20545,,22785,,,,22785,,23778,,,,23778,U
3080F,"Other Procurement, Air Force",F,03,Electronics and telecommunications equipment,42,05,Air Force Communications,835060,Base Information Transpt Infrast (BITI) Wired,A,Weapon System Cost,Add,,50320,,,,50320,,79091,,,,79091,,125702,,,,125702,U
3080F,"Other Procurement, Air Force",F,03,Electronics and telecommunications equipment,43,05,Air Force Communications,835080,AFNET,A,Weapon System Cost,Add,,132507,,,,132507,,282907,,,,282907,,325839,,,,325839,U
3080F,"Other Procurement, Air Force",F,03,Electronics and telecommunications equipment,44,05,Air Force Communications,835110,Joint Communications Support Element (JCSE),A,Weapon System Cost,Add,,5821,,,,5821,,5930,,,,5930,,16267,,,,16267,U
3080F,"Other Procurement, Air Force",F,03,Electronics and telecommunications equipment,45,05,Air Force Communications,835140,USCENTCOM,A,Weapon System Cost,Add,,19498,,1200,,20698,,14919,,,,14919,,15328,,,,15328,U
3080F,"Other Procurement, Air Force",F,03,Electronics and telecommunications equipment,46,05,Air Force Communications,835160,USSTRATCOM,A,Weapon System Cost,Add,,4797,,,,4797,,4788,,,,4788,,5013,,,,5013,U
3080F,"Other Procurement, Air Force",F,03,Electronics and telecommunications equipment,47,05,Air Force Communications,835210,USSPACECOM,A,Weapon System Cost,Add,,79783,,,,79783,,32633,,,,32633,,195370,,,,195370,U
3080F,"Other Procurement, Air Force",F,03,Electronics and telecommunications equipment,48,07,Organization and Base,837100,Tactical C-E Equipment,A,Weapon System Cost,Add,,139076,,,,139076,,145829,,32000,,177829,,162835,,,,162835,U
3080F,"Other Procurement, Air Force",F,03,Electronics and telecommunications equipment,49,07,Organization and Base,837140,Next Generation Survival Radio (NGSR),A,Weapon System Cost,Add,,,,,,,,,,,,,,80321,,,,80321,U
3080F,"Other Procurement, Air Force",F,03,Electronics and telecommunications equipment,50,07,Organization and Base,837170,Combat Survivor Evader Locater,A,Weapon System Cost,Add,,1778,,,,1778,,,,,,,,,,,,,U
3080F,"Other Procurement, Air Force",F,03,Electronics and telecommunications equipment,51,07,Organization and Base,837190,Radio Equipment,A,Weapon System Cost,Add,,43512,,,,43512,,50730,,,,50730,,36874,,,,36874,U
3080F,"Other Procurement, Air Force",F,03,Electronics and telecommunications equipment,52,07,Organization and Base,837300,Base Comm Infrastructure,A,Weapon System Cost,Add,,63965,,,,63965,,67015,,1400,,68415,,158113,,,,158113,U
3080F,"Other Procurement, Air Force",F,03,Electronics and telecommunications equipment,53,08,Modifications,838010,Comm Elect Mods,A,Weapon System Cost,Add,,73147,,,,73147,,76034,,,,76034,,220855,,,,220855,U
3080F,"Other Procurement, Air Force",F,04,Other base maintenance and support equipment,54,02,Personal Safety & Rescue Equip,842990,Personal Safety and Rescue Equipment,A,Weapon System Cost,Add,,109595,,,,109595,,81782,,,,81782,,87994,,,,87994,U
3080F,"Other Procurement, Air Force",F,04,Other base maintenance and support equipment,55,03,Depot Plant+Mtrls Handling Eq,843040,POWER CONDITIONING EQUIPMENT,A,Weapon System Cost,Add,,13443,,,,13443,,13711,,,,13711,,14444,,,,14444,U
3080F,"Other Procurement, Air Force",F,04,Other base maintenance and support equipment,56,03,Depot Plant+Mtrls Handling Eq,843050,Mechanized Material Handling Equip,A,Weapon System Cost,Add,,20459,,,,20459,,21928,,,,21928,,24594,,,,24594,U
3080F,"Other Procurement, Air Force",F,04,Other base maintenance and support equipment,57,05,Base Support Equipment,845010,Base Procured Equipment,A,Weapon System Cost,Add,,75054,,,,75054,,109592,,,,109592,,81686,,,,81686,U
3080F,"Other Procurement, Air Force",F,04,Other base maintenance and support equipment,58,05,Base Support Equipment,845100,Engineering and EOD Equipment,A,Weapon System Cost,Add,,203531,,,,203531,,258799,,,,258799,,247989,,,,247989,U
3080F,"Other Procurement, Air Force",F,04,Other base maintenance and support equipment,59,05,Base Support Equipment,845420,Mobility Equipment,A,Weapon System Cost,Add,,69528,,,,69528,,126200,,41000,,167200,,288930,,,,288930,U
3080F,"Other Procurement, Air Force",F,04,Other base maintenance and support equipment,60,05,Base Support Equipment,845550,Fuels Support Equipment (FSE),A,Weapon System Cost,Add,,24563,,,,24563,,34794,,29000,,63794,,81066,,,,81066,U
3080F,"Other Procurement, Air Force",F,04,Other base maintenance and support equipment,61,05,Base Support Equipment,845990,Base Maintenance and Support Equipment,A,Weapon System Cost,Add,,58105,,,,58105,,97431,,,,97431,,68127,,,,68127,U
3080F,"Other Procurement, Air Force",F,04,Other base maintenance and support equipment,63,06,Special Support Projects,846070,DARP RC135,A,Weapon System Cost,Add,,29524,,,,29524,,30136,,,,30136,,31496,,,,31496,U
3080F,"Other Procurement, Air Force",F,04,Other base maintenance and support equipment,64,06,Special Support Projects,846080,DCGS-AF,A,Weapon System Cost,Add,,51594,,,,51594,,87044,,,,87044,,316157,,,,316157,U
3080F,"Other Procurement, Air Force",F,04,Other base maintenance and support equipment,66,06,Special Support Projects,846510,Special Update Program,A,Weapon System Cost,Add,,1518290,,,,1518290,,1282297,,218000,,1500297,,5099420,,,,5099420,U
3080F,"Other Procurement, Air Force",,04,,999,99,Classified Programs,9999999999,Classified Programs,,,Add,,26021564,,,,26021564,,27968006,,,,27968006,,27241704,,,,27241704,U
3080F,"Other Procurement, Air Force",F,05,Spare and repair parts,67,01,Spares and Repair Parts,861350,Spares and Repair Parts (Cyber),A,Weapon System Cost,Add,,1056,,,,1056,,1075,,,,1075,,8657,,,,8657,U
3080F,"Other Procurement, Air Force",F,05,Spare and repair parts,68,01,Spares and Repair Parts,861900,Spares And Repair Parts,A,Weapon System Cost,Add,,7018,,,,7018,,14349,,,,14349,,14129,,,,14129,U
0300D,"Procurement, Defense-Wide",DPAA,01,Major equipment,1,01,"Major Equipment, DPAA",22,"Major Equipment, DPAA",A,Weapon System Cost,Add,10,518,,,10,518,20,475,,,20,475,,,,,,,U
0300D,"Procurement, Defense-Wide",OSD,01,Major equipment,2,01,"Major Equipment, OSD",30,"Major Equipment, OSD",A,Weapon System Cost,Add,,473814,,,,473814,,939707,,1178207,,2117914,,213031,,30500000,,30713031,U
0300D,"Procurement, Defense-Wide",WHS,01,Major equipment,6,04,"Major Equipment, WHS",31,"Major Equipment, WHS",A,Weapon System Cost,Add,,374,,,,374,,403,,,,403,,453,,,,453,U
0300D,"Procurement, Defense-Wide",DISA,01,Major equipment,7,05,"Major Equipment, DISA",09,Information Systems Security,A,Weapon System Cost,Add,,22078,,,,22078,,6254,,,,6254,,27652,,,,27652,U
0300D,"Procurement, Defense-Wide",DISA,01,Major equipment,8,05,"Major Equipment, DISA",14,Teleport Program,A,Weapon System Cost,Add,,25848,,,,25848,,112517,,,,112517,,93512,,,,93512,U
0300D,"Procurement, Defense-Wide",DISA,01,Major equipment,9,05,"Major Equipment, DISA",16,Items Less Than $5 Million,A,Weapon System Cost,Add,,26055,,,,26055,,23673,,,,23673,,24013,,,,24013,U
0300D,"Procurement, Defense-Wide",DISA,01,Major equipment,10,05,"Major Equipment, DISA",18,Defense Information System Network,A,Weapon System Cost,Add,,84359,,46200,,130559,,252370,,,,252370,,392650,,,,392650,U
0300D,"Procurement, Defense-Wide",DISA,01,Major equipment,11,05,"Major Equipment, DISA",21,Sovereign Artificial Intelligence (AI) Infrastructure,A,Weapon System Cost,Add,,,,,,,,,,,,,,,,4200000,,4200000,U
0300D,"Procurement, Defense-Wide",DISA,01,Major equipment,12,05,"Major Equipment, DISA",90,White House Communication Agency,A,Weapon System Cost,Add,,100587,,,,100587,,125292,,94000,,219292,,611216,,,,611216,U
0300D,"Procurement, Defense-Wide",DISA,01,Major equipment,13,05,"Major Equipment, DISA",92,Senior Leadership Enterprise,A,Weapon System Cost,Add,,54179,,,,54179,,175264,,,,175264,,81584,,,,81584,U
0300D,"Procurement, Defense-Wide",DISA,01,Major equipment,14,05,"Major Equipment, DISA",96,Joint Regional Security Stacks (JRSS),A,Weapon System Cost,Add,,4584,,,,4584,,1496,,,,1496,,,,,,,U
0300D,"Procurement, Defense-Wide",DISA,01,Major equipment,15,05,"Major Equipment, DISA",97,Joint Service Provider,A,Weapon System Cost,Add,,57877,,,,57877,,54186,,,,54186,,53596,,,,53596,U
0300D,"Procurement, Defense-Wide",DISA,01,Major equipment,16,05,"Major Equipment, DISA",98,Fourth Estate Network Optimization (4ENO),A,Weapon System Cost,Add,,24482,,,,24482,,75386,,,,75386,,60808,,,,60808,U
0300D,"Procurement, Defense-Wide",DLA,01,Major equipment,22,07,"Major Equipment, DLA",500,Major Equipment,A,Weapon System Cost,Add,,53777,,,,53777,,79251,,,,79251,,19707,,4550,,24257,U
0300D,"Procurement, Defense-Wide",DCSA,01,Major equipment,23,09,"Major Equipment, DCSA",20,Major Equipment,A,Weapon System Cost,Add,,2191,,,,2191,,2230,,,,2230,,,,,,,U
0300D,"Procurement, Defense-Wide",TJS,01,Major equipment,24,15,"Major Equipment, TJS",10,"Major Equipment, TJS",A,Weapon System Cost,Add,,14711,,,,14711,,33090,,,,33090,,11689,,,,11689,U
0300D,"Procurement, Defense-Wide",TJS,01,Major equipment,25,15,"Major Equipment, TJS",30,Counter-Small Unmanned Aircraft Systems,A,Weapon System Cost,Add,,,,,,,,,,732000,,732000,,800000,,,,800000,U
0300D,"Procurement, Defense-Wide",MDA,01,Major equipment,26,17,"Major Equipment, Missile Defense Agency",MD07,THAAD,A,Weapon System Cost,Add,62,955199,,,62,955199,55,823125,,,55,823125,,,,,,,U
0300D,"Procurement, Defense-Wide",MDA,01,Major equipment,27,17,"Major Equipment, Missile Defense Agency",MD08,Ground Based Midcourse,A,Weapon System Cost,Add,,16637,,,,16637,,,,,,,,,,,,,U
0300D,"Procurement, Defense-Wide",MDA,01,Major equipment,28,17,"Major Equipment, Missile Defense Agency",MD09,Aegis BMD,A,Weapon System Cost,Add,29,695180,,,29,695180,26,475000,16,350000,42,825000,,,78,1245759,78,1245759,U
0300D,"Procurement, Defense-Wide",MDA,01,Major equipment,29,17,"Major Equipment, Missile Defense Agency",MD11,BMDS AN/TPY-2 Radars,A,Weapon System Cost,Add,,55965,,,,55965,,36530,,,,36530,,17840,,,,17840,U
0300D,"Procurement, Defense-Wide",MDA,01,Major equipment,30,17,"Major Equipment, Missile Defense Agency",MD14,SM-3 IIAs,A,Weapon System Cost,Add,12,406370,,,12,406370,12,444835,,65000,12,509835,22,778964,114,3439640,136,4218604,U
0300D,"Procurement, Defense-Wide",MDA,01,Major equipment,31,17,"Major Equipment, Missile Defense Agency",MD26,Arrow 3 Upper Tier Systems,A,Weapon System Cost,Add,1,50000,,,1,50000,1,100000,,,1,100000,1,150000,,,1,150000,U
0300D,"Procurement, Defense-Wide",MDA,01,Major equipment,32,17,"Major Equipment, Missile Defense Agency",MD34,Short Range Ballistic Missile Defense (SRBMD),A,Weapon System Cost,Add,1,40000,,,1,40000,1,40000,,,1,40000,1,30000,,,1,30000,U
0300D,"Procurement, Defense-Wide",MDA,01,Major equipment,33,17,"Major Equipment, Missile Defense Agency",MD65,Defense of Guam Procurement,A,Weapon System Cost,Add,,22602,,,,22602,,11351,,56500,,67851,,,,,,,U
0300D,"Procurement, Defense-Wide",MDA,01,Major equipment,35,17,"Major Equipment, Missile Defense Agency",MD83,Iron Dome,A,Weapon System Cost,Add,1,110000,,,1,110000,1,60000,,,1,60000,1,20000,,,1,20000,U
0300D,"Procurement, Defense-Wide",MDA,01,Major equipment,36,17,"Major Equipment, Missile Defense Agency",MD90,Aegis BMD Hardware and Software,A,Weapon System Cost,Add,0,32040,,,0,32040,0,17211,,,0,17211,0,39256,,,0,39256,U
0300D,"Procurement, Defense-Wide",DHRA,01,Major equipment,37,20,"Major Equipment, DHRA",500,Personnel Administration,A,Weapon System Cost,Add,,3717,,,,3717,,3797,,,,3797,,82438,,,,82438,U
0300D,"Procurement, Defense-Wide",DTRA,01,Major equipment,40,23,"Major Equipment, Defense Threat Reduction Agency",20,Vehicles,A,Weapon System Cost,Add,,2754,,,,2754,,911,,,,911,,99,,,,99,U
0300D,"Procurement, Defense-Wide",DTRA,01,Major equipment,41,23,"Major Equipment, Defense Threat Reduction Agency",30,Other Major Equipment,A,Weapon System Cost,Add,,8783,,,,8783,,10934,,,,10934,,8963,,,,8963,U
0300D,"Procurement, Defense-Wide",DTRA,01,Major equipment,42,23,"Major Equipment, Defense Threat Reduction Agency",50,DTRA Cyber Activities,A,Weapon System Cost,Add,,3429,,,,3429,,1800,,,,1800,,900,,,,900,U
0300D,"Procurement, Defense-Wide",DODEA,01,Major equipment,43,26,"Major Equipment, DODEA",30,Automation/Educational Support & Logistics,A,Weapon System Cost,Add,,1360,,,,1360,,,,,,,,,,,,,U
0300D,"Procurement, Defense-Wide",DMACT,01,Major equipment,44,55,"Major Equipment, DMACT",30,Major Equipment,A,Weapon System Cost,Add,,7332,,,,7332,,7258,,,,7258,,6854,,,,6854,U
0300D,"Procurement, Defense-Wide",CYBER,01,Major equipment,45,56,"Major Equipment, USCYBERCOM",CY01,Cyberspace Operations,A,Weapon System Cost,Add,,101187,,,,101187,,64858,,10000,,74858,,103855,,,,103855,U
0300D,"Procurement, Defense-Wide",,01,,999,99,Classified Programs,9999999999,Classified Programs,,,Add,,565253,,366000,,931253,,1129253,,1029196,,2158449,,3587405,,,,3587405,U
0300D,"Procurement, Defense-Wide",SOCOM,02,Special Operations Command,46,01,Aviation Programs,0201ARMOWT,Armed Overwatch/Targeting,A,Weapon System Cost,Add,12,313105,,,12,313105,6,147297,,,6,147297,,,,,,,U
0300D,"Procurement, Defense-Wide",SOCOM,02,Special Operations Command,47,01,Aviation Programs,0201MANISR,Manned ISR,A,Weapon System Cost,Add,,2500,,,,2500,,,,,,,,,,,,,U
0300D,"Procurement, Defense-Wide",SOCOM,02,Special Operations Command,48,01,Aviation Programs,0201MC12,MC-12,A,Weapon System Cost,Add,,400,,,,400,,,,,,,,,,,,,U
0300D,"Procurement, Defense-Wide",SOCOM,02,Special Operations Command,49,01,Aviation Programs,0201MH60,MH-60 Blackhawk,A,Weapon System Cost,Add,,22773,,,,22773,,,,,,,,,,,,,U
0300D,"Procurement, Defense-Wide",SOCOM,02,Special Operations Command,50,01,Aviation Programs,0201RWUPGR,Rotary Wing Upgrades and Sustainment,A,Weapon System Cost,Add,,211661,,,,211661,,189059,,,,189059,,185930,,,,185930,U
0300D,"Procurement, Defense-Wide",SOCOM,02,Special Operations Command,51,01,Aviation Programs,0201SKYRAI,SKYRAIDER II,A,Weapon System Cost,Add,,,,,,,,,,,,,2,59894,,,2,59894,U
0300D,"Procurement, Defense-Wide",SOCOM,02,Special Operations Command,52,01,Aviation Programs,0201UMNISR,Unmanned ISR,A,Weapon System Cost,Add,,33917,,,,33917,,9358,,,,9358,,,,,,,U
0300D,"Procurement, Defense-Wide",SOCOM,02,Special Operations Command,53,01,Aviation Programs,0207NSAV,Non-Standard Aviation,A,Weapon System Cost,Add,,5471,,,,5471,,7849,,,,7849,,72650,,,,72650,U
0300D,"Procurement, Defense-Wide",SOCOM,02,Special Operations Command,54,01,Aviation Programs,0607U28,U-28,A,Weapon System Cost,Add,,5259,,,,5259,,2031,,,,2031,,,,,,,U
0300D,"Procurement, Defense-Wide",SOCOM,02,Special Operations Command,55,01,Aviation Programs,0610MH47,MH-47 Chinook,A,Weapon System Cost,Add,,147002,,,,147002,,156934,,,,156934,,168411,,,,168411,U
0300D,"Procurement, Defense-Wide",SOCOM,02,Special Operations Command,56,01,Aviation Programs,1000CV2200,CV-22 Modification,A,Weapon System Cost,Add,,40764,,,,40764,,19692,,,,19692,,9479,,,,9479,U
0300D,"Procurement, Defense-Wide",SOCOM,02,Special Operations Command,57,01,Aviation Programs,1108MQ9,MQ-9 Unmanned Aerial Vehicle,A,Weapon System Cost,Add,,13543,,,,13543,,12890,,11990,,24880,,75841,,,,75841,U
0300D,"Procurement, Defense-Wide",SOCOM,02,Special Operations Command,58,01,Aviation Programs,1202PSP,Precision Strike Package,A,Weapon System Cost,Add,,57650,,,,57650,,58207,,,,58207,,,,,,,U
0300D,"Procurement, Defense-Wide",SOCOM,02,Special Operations Command,59,01,Aviation Programs,2012C130J,AC/MC-130J,A,Weapon System Cost,Add,,286263,,,,286263,,243378,,,,243378,,366857,,,,366857,U
0300D,"Procurement, Defense-Wide",SOCOM,02,Special Operations Command,60,02,Shipbuilding,2010US,Underwater Systems,A,Weapon System Cost,Add,,63850,,,,63850,,7000,,66025,,73025,,76879,,,,76879,U
